,song_title,artists,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,url,song_and_artist,cluster
8504,the heart wants what it wants,Selena Gomez,6wJwkMo278iWVlWl1XQ4WA,0.616,0.789,7,-4.874,0,0.0377,0.053,0.0,0.142,0.621,83.066,227373,https://open.spotify.com/track/6wJwkMo278iWVlWl1XQ4WA,The Heart Wants What It Wants - Selena Gomez,0
8505,who's laughing now,Ava Max,1Pmp486RrLRkaEkE3HFHXP,0.648,0.641,7,-5.521,1,0.0389,0.00565,3.63e-06,0.109,0.505,184.021,180348,https://open.spotify.com/track/1Pmp486RrLRkaEkE3HFHXP,Who's Laughing Now - Ava Max,1
8506,toothbrush,DNCE,7ciLq0Cip0yxiz6KANrOUq,0.556,0.785,7,-5.842,1,0.133,0.122,0.0,0.468,0.825,104.978,231813,https://open.spotify.com/track/7ciLq0Cip0yxiz6KANrOUq,Toothbrush - DNCE,4
8507,wonderwall - remastered,Oasis,5wj4E6IsrVtn8IBJQOd0Cl,0.372,0.865,2,-4.918,1,0.0381,0.000453,0.0,0.234,0.478,174.53,258733,https://open.spotify.com/track/5wj4E6IsrVtn8IBJQOd0Cl,Wonderwall - Remastered - Oasis,1
8508,always remember us this way,Lady Gaga,2rbDhOo9Fh61Bbu23T2qCk,0.553,0.502,0,-5.972,1,0.0409,0.299,0.0,0.764,0.296,129.976,210200,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk,Always Remember Us This Way - Lady Gaga,4
8509,the night is still young,Nicki Minaj,6cIV1mZX0yyDozyZtyGJru,0.655,0.692,1,-6.146,0,0.0559,0.00212,0.00339,0.128,0.69,128.016,227560,https://open.spotify.com/track/6cIV1mZX0yyDozyZtyGJru,The Night Is Still Young - Nicki Minaj,0
8510,high,Lighthouse Family,7zB3ZhA5v33pA4rCdKKGqq,0.664,0.622,10,-8.505,1,0.0253,0.0994,0.0738,0.112,0.614,102.342,310333,https://open.spotify.com/track/7zB3ZhA5v33pA4rCdKKGqq,High - Lighthouse Family,3
8511,awful things,Lil Peep,7Hr2XoaGpIMKbNXCZDZ3le,0.368,0.796,1,-4.923,0,0.0823,0.0157,0.0,0.0694,0.181,170.033,214427,https://open.spotify.com/track/7Hr2XoaGpIMKbNXCZDZ3le,Awful Things - Lil Peep,1
8512,so sick,Ne-Yo,6brl7bwOHmGFkNw3MBqssT,0.452,0.574,6,-8.336,1,0.31,0.246,0.0,0.189,0.58,92.791,207187,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT,So Sick - Ne-Yo,2
8513,gooey,Glass Animals,1gk3FhAV07q9Jg77UxnVjX,0.487,0.369,11,-13.424,0,0.0406,0.736,3.75e-05,0.0925,0.106,183.114,289307,https://open.spotify.com/track/1gk3FhAV07q9Jg77UxnVjX,Gooey - Glass Animals,6
8514,ritmo (bad boys for life),Black Eyed Peas,6cy3ki60hLwimwIje7tALf,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,221714,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,RITMO (Bad Boys For Life) - Black Eyed Peas,0
8515,birthday sex,Jeremih,4NpDZPwSXmL0cCTaJuVrCw,0.679,0.522,7,-5.603,0,0.0427,0.297,0.0,0.151,0.445,60.014,226507,https://open.spotify.com/track/4NpDZPwSXmL0cCTaJuVrCw,Birthday Sex - Jeremih,0
8516,you don't know me (feat. raye),Jax Jones,4DJORZgsbqnEJ4f4B9TBGV,0.879,0.665,11,-6.082,0,0.145,0.164,0.0,0.319,0.672,123.977,212573,https://open.spotify.com/track/4DJORZgsbqnEJ4f4B9TBGV,You Don't Know Me (feat. RAYE) - Jax Jones,0
8517,bad!,XXXTENTACION,22An65gG31JLf9n18qjdhZ,0.78,0.492,5,-3.4,0,0.0671,0.0643,0.0313,0.174,0.374,143.983,94246,https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ,BAD! - XXXTENTACION,0
8518,whistle,BLACKPINK,7HWmJ1wBecOAMNGjC6SmKE,0.822,0.712,11,-4.877,1,0.15,0.00682,0.0,0.0955,0.647,102.874,211696,https://open.spotify.com/track/7HWmJ1wBecOAMNGjC6SmKE,WHISTLE - BLACKPINK,3
8519,fake it,Seether,4eAwB5pnKFTmsgc3zWoYO0,0.611,0.95,8,-3.509,1,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078,193893,https://open.spotify.com/track/4eAwB5pnKFTmsgc3zWoYO0,Fake It - Seether,3
8520,who says,John Mayer,0HLWvLKQWpFdPhgk6ym58n,0.584,0.509,2,-13.109,1,0.0287,0.267,0.00252,0.36,0.367,90.457,175480,https://open.spotify.com/track/0HLWvLKQWpFdPhgk6ym58n,Who Says - John Mayer,6
8521,i get around (mono),The Beach Boys,3v9xlH6BpmRbqL7hgNJhfT,0.39,0.625,9,-7.813,0,0.0537,0.36,0.0,0.0663,0.514,144.338,134387,https://open.spotify.com/track/3v9xlH6BpmRbqL7hgNJhfT,I Get Around (Mono) - The Beach Boys,0
8522,recognize (feat. drake),PARTYNEXTDOOR,5wUUWVRvrciJqFitZF8R0P,0.643,0.541,2,-5.801,1,0.0426,0.0102,0.0,0.102,0.165,119.499,311197,https://open.spotify.com/track/5wUUWVRvrciJqFitZF8R0P,Recognize (feat. Drake) - PARTYNEXTDOOR,1
8523,psycho (feat. ty dolla $ign),Post Malone,3swc6WTsr7rl9DqQKQA55C,0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06,221440,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,Psycho (feat. Ty Dolla $ign) - Post Malone,3
8524,maniac,Conan Gray,6KfoDhO4XUWSbnyKjNp9c4,0.628,0.639,8,-5.46,1,0.0435,0.00162,0.0,0.354,0.493,108.045,185773,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4,Maniac - Conan Gray,3
8525,intergalactic - remastered,Beastie Boys,5fpizYGbi5IQoEraj6FP0R,0.734,0.864,2,-6.119,1,0.303,0.022,9.85e-06,0.246,0.47,105.932,231493,https://open.spotify.com/track/5fpizYGbi5IQoEraj6FP0R,Intergalactic - Remastered - Beastie Boys,2
8526,friends,BTS,7w05lsU2VLSeiT8Nukrv5M,0.55,0.747,1,-5.211,1,0.0407,0.0668,0.0,0.0536,0.648,79.98,199339,https://open.spotify.com/track/7w05lsU2VLSeiT8Nukrv5M,Friends - BTS,3
8527,numb,XXXTENTACION,01TnVDiet1DFTsyWKUKovl,0.414,0.416,11,-8.024,0,0.0251,0.1,0.179,0.131,0.196,159.91,186268,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl,NUMB - XXXTENTACION,1
8528,up up and away,Juice WRLD,7pbg3ABlAZv2NiIdKbBBFm,0.661,0.665,4,-6.356,0,0.053,0.538,0.0,0.0981,0.486,75.059,147548,https://open.spotify.com/track/7pbg3ABlAZv2NiIdKbBBFm,Up Up And Away - Juice WRLD,0
8529,flip the switch (feat. drake),Quavo,1rlIrbWboTRGeKfHhgbJRZ,0.853,0.637,3,-5.924,0,0.331,0.129,0.0,0.267,0.496,86.048,156195,https://open.spotify.com/track/1rlIrbWboTRGeKfHhgbJRZ,FLIP THE SWITCH (feat. Drake) - Quavo,2
8530,jamais vu,BTS,5oXdWFCLkBX5XmGbTrlK40,0.608,0.47,8,-6.73,1,0.0428,0.226,0.0,0.0963,0.241,81.0,227275,https://open.spotify.com/track/5oXdWFCLkBX5XmGbTrlK40,Jamais Vu - BTS,6
8531,boss bitch,Doja Cat,78qd8dvwea0Gosb6Fe6j3k,0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.202,0.575,125.989,134240,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k,Boss Bitch - Doja Cat,2
8532,bom bidi bom,Nick Jonas,4PxDHEEyHgYC6NUgqMtDFy,0.712,0.511,6,-5.723,1,0.0447,0.136,0.0,0.133,0.182,87.007,214760,https://open.spotify.com/track/4PxDHEEyHgYC6NUgqMtDFy,Bom Bidi Bom - Nick Jonas,3
8533,sax,Fleur East,20dJUFrfY0TBZ7HHhJgjsg,0.728,0.892,4,-5.172,1,0.126,0.0144,0.0,0.469,0.826,117.976,236440,https://open.spotify.com/track/20dJUFrfY0TBZ7HHhJgjsg,Sax - Fleur East,4
8534,follow you,Bring Me The Horizon,6lFUdRItQEsEuD7dSINL47,0.54,0.661,3,-5.534,0,0.0381,0.0765,0.0,0.125,0.506,90.012,231107,https://open.spotify.com/track/6lFUdRItQEsEuD7dSINL47,Follow You - Bring Me The Horizon,0
8535,just like heaven,The Cure,76GlO5H5RT6g7y0gev86Nk,0.43,0.971,9,-3.845,1,0.0524,0.0271,2.16e-05,0.185,0.764,151.219,212000,https://open.spotify.com/track/76GlO5H5RT6g7y0gev86Nk,Just like Heaven - The Cure,1
8536,icky thump,The White Stripes,2LMq1O0NiqGhPOlXo3McYQ,0.417,0.63,9,-7.24,1,0.0898,0.0209,0.0134,0.0543,0.341,94.214,254533,https://open.spotify.com/track/2LMq1O0NiqGhPOlXo3McYQ,Icky Thump - The White Stripes,1
8537,just the way you are,Bruno Mars,7BqBn9nzAq8spo5e7cZ0dJ,0.637,0.843,5,-5.413,1,0.0432,0.0151,0.0,0.0876,0.434,109.012,220733,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ,Just the Way You Are - Bruno Mars,3
8538,in your eyes,The Weeknd,7szuecWAPwGoV1e5vGu8tl,0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021,237520,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl,In Your Eyes - The Weeknd,0
8539,cuando te besé,Becky G,74wEiOpnvCe1tCTWKGSYta,0.78,0.731,9,-4.003,0,0.162,0.3,2.45e-06,0.0981,0.338,100.044,256520,https://open.spotify.com/track/74wEiOpnvCe1tCTWKGSYta,Cuando Te Besé - Becky G,0
8540,dead,Madison Beer,13W2FZtELfJiVBst64qKf4,0.583,0.7,2,-4.969,0,0.211,0.4,0.0,0.183,0.553,103.072,194827,https://open.spotify.com/track/13W2FZtELfJiVBst64qKf4,Dead - Madison Beer,2
8541,ciao adios,Anne-Marie,3rmAQdLTHh32rZYosC6rOY,0.694,0.853,7,-3.986,1,0.0934,0.136,0.0,0.322,0.501,106.098,199773,https://open.spotify.com/track/3rmAQdLTHh32rZYosC6rOY,Ciao Adios - Anne-Marie,3
8542,hustlin',Rick Ross,3hQCHzkE5oSA3F1xM8bpcM,0.502,0.652,9,-7.224,1,0.3,0.0848,0.0,0.0675,0.648,136.08,254093,https://open.spotify.com/track/3hQCHzkE5oSA3F1xM8bpcM,Hustlin' - Rick Ross,2
8543,death bed (coffee for your head),Powfu,7eJMfftS33KTjuF7lTsMCx,0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026,173333,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head) - Powfu,4
8544,champions,Kanye West,2nBI3iWLhupR7LyAJ5GGkE,0.692,0.774,6,-2.48,0,0.0876,0.0623,0.0,0.873,0.349,134.952,334253,https://open.spotify.com/track/2nBI3iWLhupR7LyAJ5GGkE,Champions - Kanye West,4
8545,payphone,Maroon 5,1LmN9SSHISbtp9LoaR5ZVJ,0.739,0.756,4,-4.828,1,0.0394,0.0136,0.0,0.37,0.523,110.028,231387,https://open.spotify.com/track/1LmN9SSHISbtp9LoaR5ZVJ,Payphone - Maroon 5,3
8546,pick up the phone,Young Thug,4GXl8l1MfZPf2GvpyRPJBf,0.706,0.716,7,-4.263,0,0.0768,0.115,0.0,0.316,0.459,136.904,252263,https://open.spotify.com/track/4GXl8l1MfZPf2GvpyRPJBf,pick up the phone - Young Thug,0
8547,the red,Chevelle,1gyee1JuFFiP476LQpRMYU,0.509,0.843,1,-3.318,0,0.0488,0.000671,0.000803,0.348,0.332,140.055,238400,https://open.spotify.com/track/1gyee1JuFFiP476LQpRMYU,The Red - Chevelle,1
8548,rockabye (feat. sean paul & anne-marie),Clean Bandit,5knuzwU65gJK7IF5yJsuaW,0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965,251088,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie) - Clean Bandit,0
8549,223's (feat. 9lokknine),YNW Melly,29ZXwWOOLz9t5fa3eT3i7T,0.932,0.547,0,-7.787,0,0.333,0.0388,0.0,0.0924,0.695,94.998,176640,https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T,223's (feat. 9lokknine) - YNW Melly,2
8550,ode to my family,The Cranberries,1AWXiUQjoQfcmqaBEtaOoL,0.364,0.45,7,-10.117,1,0.0234,0.0598,1.57e-06,0.282,0.139,94.188,270707,https://open.spotify.com/track/1AWXiUQjoQfcmqaBEtaOoL,Ode To My Family - The Cranberries,6
8551,hold up,Beyoncé,0rzNMzZsubFcXSEh7dnem7,0.524,0.397,0,-11.936,1,0.405,0.745,0.0,0.521,0.552,80.744,221093,https://open.spotify.com/track/0rzNMzZsubFcXSEh7dnem7,Hold Up - Beyoncé,2
8552,sorry,Halsey,44n97yHySt0Z9rqPaXgjCK,0.513,0.25,5,-9.376,0,0.0367,0.913,0.0,0.117,0.351,74.103,220541,https://open.spotify.com/track/44n97yHySt0Z9rqPaXgjCK,Sorry - Halsey,6
8553,play it again,Luke Bryan,03fT3OHB9KyMtGMt2zwqCT,0.506,0.886,11,-3.225,1,0.0655,0.0916,0.0,0.0734,0.595,143.935,226867,https://open.spotify.com/track/03fT3OHB9KyMtGMt2zwqCT,Play It Again - Luke Bryan,1
8554,flexicution,Logic,2c8sgbZoEanC3QyFNZxUcA,0.782,0.713,0,-6.576,0,0.0899,0.0619,0.00125,0.108,0.68,159.839,218947,https://open.spotify.com/track/2c8sgbZoEanC3QyFNZxUcA,Flexicution - Logic,0
8555,enough for you,Olivia Rodrigo,2TOzTqQXNmR2zDJXihjZ2e,0.638,0.259,7,-10.706,1,0.0898,0.753,0.0,0.219,0.269,88.485,202827,https://open.spotify.com/track/2TOzTqQXNmR2zDJXihjZ2e,enough for you - Olivia Rodrigo,6
8556,we built this city,Starship,6OnfBiiSc9RGKiBKKtZXgQ,0.661,0.908,5,-4.897,1,0.039,0.052,0.0,0.0708,0.656,144.091,296080,https://open.spotify.com/track/6OnfBiiSc9RGKiBKKtZXgQ,We Built This City - Starship,3
8557,lovesong - 2010 remaster,The Cure,0X5C4WjQNubRysTkHOubz3,0.611,0.813,9,-7.689,0,0.0279,0.339,0.898,0.224,0.821,140.112,209573,https://open.spotify.com/track/0X5C4WjQNubRysTkHOubz3,Lovesong - 2010 Remaster - The Cure,5
8558,bye bye bye,*NSYNC,62bOmKYxYg7dhrC6gH9vFn,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,200400,https://open.spotify.com/track/62bOmKYxYg7dhrC6gH9vFn,Bye Bye Bye - *NSYNC,0
8559,thinking about you (feat. ayah marar),Calvin Harris,1KtD0xaLAikgIt5tPbteZQ,0.725,0.874,0,-3.715,0,0.0396,0.00262,0.000412,0.0958,0.748,127.985,247933,https://open.spotify.com/track/1KtD0xaLAikgIt5tPbteZQ,Thinking About You (feat. Ayah Marar) - Calvin Harris,0
8560,chains,Nick Jonas,5Eg4TsPcqNbIjd8ADMZosg,0.589,0.611,0,-5.881,0,0.0459,0.0151,0.0,0.0757,0.121,76.006,203107,https://open.spotify.com/track/5Eg4TsPcqNbIjd8ADMZosg,Chains - Nick Jonas,0
8561,gang related,Logic,1Kp6WFxRzc0sRBmGSgIYat,0.597,0.856,10,-7.089,0,0.0431,0.209,0.0159,0.278,0.771,131.95,167320,https://open.spotify.com/track/1Kp6WFxRzc0sRBmGSgIYat,Gang Related - Logic,0
8562,learn to fly,Foo Fighters,5OQsiBsky2k2kDKy2bX2eT,0.465,0.919,4,-4.025,1,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,235293,https://open.spotify.com/track/5OQsiBsky2k2kDKy2bX2eT,Learn to Fly - Foo Fighters,1
8563,got it on me,Pop Smoke,25zlnOAzbVoOzIeXSvQFf1,0.688,0.647,2,-7.258,1,0.19,0.00815,1.65e-05,0.095,0.195,88.834,164580,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1,Got It On Me - Pop Smoke,2
8564,man of the year,Juice WRLD,7AvprzMsRJpybaalckaT8c,0.621,0.695,4,-5.124,1,0.0911,0.00584,0.0,0.086,0.298,173.966,136408,https://open.spotify.com/track/7AvprzMsRJpybaalckaT8c,Man Of The Year - Juice WRLD,1
8565,talk (feat. disclosure),Khalid,6TqXcAFInzjp0bODyvrWEq,0.9,0.4,0,-8.575,1,0.127,0.0516,0.0,0.0599,0.346,135.984,197573,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,Talk (feat. Disclosure) - Khalid,3
8566,iv. sweatpants,Childish Gambino,0uMUvbkTdjBNZ5UuHZ5PIj,0.644,0.469,1,-9.117,0,0.238,0.179,0.0,0.658,0.615,79.991,180675,https://open.spotify.com/track/0uMUvbkTdjBNZ5UuHZ5PIj,IV. Sweatpants - Childish Gambino,4
8567,personal jesus - original single version,Depeche Mode,1xShPgQbOUa98avWJQFDBY,0.637,0.682,11,-11.625,1,0.0366,0.0112,0.0234,0.0473,0.714,129.983,224907,https://open.spotify.com/track/1xShPgQbOUa98avWJQFDBY,Personal Jesus - Original Single Version - Depeche Mode,3
8568,best part (feat. daniel caesar),H.E.R.,4OBZT9EnhYIV17t4pGw7ig,0.473,0.371,4,-10.219,0,0.0405,0.795,0.0,0.109,0.413,75.208,209400,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,Best Part (feat. Daniel Caesar) - H.E.R.,6
8569,6 foot 7 foot,Lil Wayne,0z5ZPs57J2KERwM1tBM2GF,0.365,0.751,2,-5.429,1,0.304,0.000707,0.0,0.318,0.604,79.119,248587,https://open.spotify.com/track/0z5ZPs57J2KERwM1tBM2GF,6 Foot 7 Foot - Lil Wayne,2
8570,oblivion,Bastille,6ZeQp2XTOiPCePWRfCHSo5,0.422,0.321,5,-8.952,1,0.0294,0.76,2.33e-06,0.429,0.28,78.533,196347,https://open.spotify.com/track/6ZeQp2XTOiPCePWRfCHSo5,Oblivion - Bastille,6
8571,snapback,Old Dominion,7I5fYc4qKJddht8Ozhqqdx,0.687,0.793,5,-3.577,1,0.0333,0.302,3.46e-06,0.1,0.673,100.993,206507,https://open.spotify.com/track/7I5fYc4qKJddht8Ozhqqdx,Snapback - Old Dominion,3
8572,freaking out the neighborhood,Mac DeMarco,25SJaCCPiosugnlY53VhRG,0.565,0.832,8,-5.751,0,0.108,0.0639,0.0291,0.386,0.847,143.302,173889,https://open.spotify.com/track/25SJaCCPiosugnlY53VhRG,Freaking Out the Neighborhood - Mac DeMarco,0
8573,ill mind of hopsin 5,Hopsin,7dDLHlyZJBqEWSndlPWyCT,0.737,0.707,1,-11.113,1,0.448,0.514,0.0,0.393,0.561,98.121,289004,https://open.spotify.com/track/7dDLHlyZJBqEWSndlPWyCT,Ill Mind of Hopsin 5 - Hopsin,2
8574,magic,Lil Skies,5NqOsPI4rA9Bl6LcCftzI2,0.647,0.706,6,-6.023,0,0.137,0.264,0.0,0.114,0.577,153.973,182338,https://open.spotify.com/track/5NqOsPI4rA9Bl6LcCftzI2,Magic - Lil Skies,0
8575,both (feat. drake),Gucci Mane,5tFep7dXGd7vEJ668wTPux,0.85,0.405,7,-7.509,0,0.225,0.119,0.000118,0.0707,0.344,139.976,190312,https://open.spotify.com/track/5tFep7dXGd7vEJ668wTPux,Both (feat. Drake) - Gucci Mane,2
8576,die for you,The Weeknd,2LBqCSwhJGcFQeTHMVGwy3,0.586,0.525,1,-7.163,0,0.0615,0.111,0.0,0.134,0.508,133.629,260253,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3,Die For You - The Weeknd,0
8577,holiday,Lil Nas X,6zFMeegAMYQo0mt8rXtrli,0.81,0.511,5,-6.924,0,0.164,0.12,0.0,0.0832,0.837,151.947,154998,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli,HOLIDAY - Lil Nas X,0
8578,party (feat. usher & gucci mane),Chris Brown,1KhljCoJ2TgDEldnnfTHHc,0.762,0.576,1,-4.951,0,0.0829,0.0556,0.0,0.0866,0.316,142.096,221178,https://open.spotify.com/track/1KhljCoJ2TgDEldnnfTHHc,Party (feat. Usher & Gucci Mane) - Chris Brown,0
8579,you spin me round (like a record),Dead Or Alive,7uHO4AmKtyGa5v5fsElGoC,0.567,0.943,6,-7.992,0,0.0387,0.0312,0.0965,0.544,0.965,128.207,199667,https://open.spotify.com/track/7uHO4AmKtyGa5v5fsElGoC,You Spin Me Round (Like a Record) - Dead Or Alive,4
8580,without me,Eminem,7lQ8MOhq6IN2w8EYcFNSUk,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,290320,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk,Without Me - Eminem,3
8581,zack and codeine,Post Malone,5lZZmityu9TAjNvSY6GLhR,0.738,0.824,5,-5.165,0,0.0437,0.15,0.0,0.132,0.386,138.039,204360,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR,Zack And Codeine - Post Malone,0
8582,bigmouth strikes again - 2011 remaster,The Smiths,2OErSh4oVVAUll0vHxdr6p,0.401,0.901,1,-5.011,0,0.041,0.0704,0.0,0.538,0.839,134.799,193320,https://open.spotify.com/track/2OErSh4oVVAUll0vHxdr6p,Bigmouth Strikes Again - 2011 Remaster - The Smiths,4
8583,summer days (feat. macklemore & patrick stump of fall out boy),Martin Garrix,7Feaw9WAEREY0DUOSXJLOM,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,0.316,113.778,163805,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) - Martin Garrix,0
8584,shimmer,Fuel,74KI6d8jEM2zwOAo3luayU,0.48,0.795,4,-6.408,0,0.0421,0.00236,0.0,0.189,0.432,114.674,214107,https://open.spotify.com/track/74KI6d8jEM2zwOAo3luayU,Shimmer - Fuel,0
8585,wing$,Macklemore & Ryan Lewis,5n5uyFpfopa4mNdSN0gTaH,0.4,0.602,7,-6.988,0,0.197,0.353,0.0,0.191,0.0964,74.142,298641,https://open.spotify.com/track/5n5uyFpfopa4mNdSN0gTaH,Wing$ - Macklemore & Ryan Lewis,6
8586,sing me to sleep,Alan Walker,2Fjz5ZC5BvFdCqcnTZ3ilH,0.491,0.607,4,-6.333,0,0.0668,0.0125,1.52e-06,0.289,0.166,176.112,189333,https://open.spotify.com/track/2Fjz5ZC5BvFdCqcnTZ3ilH,Sing Me to Sleep - Alan Walker,1
8587,princess of china,Coldplay,4HXOBjwv2RnLpGG4xWOO6N,0.42,0.69,9,-6.221,0,0.0347,0.00385,0.015,0.287,0.237,85.014,239216,https://open.spotify.com/track/4HXOBjwv2RnLpGG4xWOO6N,Princess of China - Coldplay,0
8588,when i come around,Green Day,1Dr1fXbc2IxaK1Mu8P8Khz,0.531,0.909,11,-4.236,1,0.034,0.0175,0.0,0.231,0.814,97.546,178000,https://open.spotify.com/track/1Dr1fXbc2IxaK1Mu8P8Khz,When I Come Around - Green Day,3
8589,i'm a mess,Ed Sheeran,0xCA70t1ZA4fa9UOE0lIJm,0.697,0.377,3,-7.755,1,0.0397,0.556,0.0,0.0999,0.336,138.754,244573,https://open.spotify.com/track/0xCA70t1ZA4fa9UOE0lIJm,I'm a Mess - Ed Sheeran,6
8590,no sleep (feat. bonn),Martin Garrix,1ahVFh0ViDZr8LvkEVlq3B,0.44,0.635,11,-6.385,1,0.0326,0.129,0.0,0.121,0.327,128.133,207095,https://open.spotify.com/track/1ahVFh0ViDZr8LvkEVlq3B,No Sleep (feat. Bonn) - Martin Garrix,1
8591,talk dirty (feat. 2 chainz),Jason Derulo,6g6A7qNhTfUgOSH7ROOxTD,0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315,177685,https://open.spotify.com/track/6g6A7qNhTfUgOSH7ROOxTD,Talk Dirty (feat. 2 Chainz) - Jason Derulo,2
8592,how soon is now? - 2011 remaster,The Smiths,1YrnDTqvcnUKxAIeXyaEmU,0.398,0.93,11,-6.76,1,0.0615,0.000854,0.121,0.0874,0.725,190.818,408173,https://open.spotify.com/track/1YrnDTqvcnUKxAIeXyaEmU,How Soon Is Now? - 2011 Remaster - The Smiths,1
8593,glorious (feat. skylar grey),Macklemore,0CokSRCu5hZgPxcZBaEzVE,0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,220454,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE,Glorious (feat. Skylar Grey) - Macklemore,0
8594,gummo,6ix9ine,2vjmyyAnDUzilFYxOlTdO1,0.66,0.775,2,-4.926,1,0.172,0.0553,0.0,0.129,0.635,157.036,157643,https://open.spotify.com/track/2vjmyyAnDUzilFYxOlTdO1,GUMMO - 6ix9ine,3
8595,ay vamos,J Balvin,3toP91RkMRQw7M0bScJ4F9,0.716,0.71,8,-5.708,0,0.111,0.166,7.73e-05,0.107,0.904,173.911,226413,https://open.spotify.com/track/3toP91RkMRQw7M0bScJ4F9,Ay Vamos - J Balvin,0
8596,rap devil,Machine Gun Kelly,63TyoT9Ee03rQxv8xmdJ2l,0.895,0.839,0,-4.512,1,0.227,0.217,3e-06,0.239,0.756,149.951,286117,https://open.spotify.com/track/63TyoT9Ee03rQxv8xmdJ2l,RAP DEVIL - Machine Gun Kelly,2
8597,all of the lights,Kanye West,22L7bfCiAkJo5xGSQgmiIO,0.531,0.803,1,-3.284,1,0.0717,0.0796,1.71e-05,0.176,0.221,142.113,299613,https://open.spotify.com/track/22L7bfCiAkJo5xGSQgmiIO,All Of The Lights - Kanye West,1
8598,blue & grey,BTS,0n2moJpAEWHwaPYYjkzMDl,0.547,0.605,8,-6.755,1,0.0415,0.42,0.0,0.125,0.364,121.953,254950,https://open.spotify.com/track/0n2moJpAEWHwaPYYjkzMDl,Blue & Grey - BTS,1
8599,god.,Kendrick Lamar,5p3NP9mQblDsVJLdfNZJ3I,0.706,0.557,0,-5.8,1,0.0813,0.0347,0.0,0.276,0.205,132.98,248827,https://open.spotify.com/track/5p3NP9mQblDsVJLdfNZJ3I,GOD. - Kendrick Lamar,1
8600,mistletoe,Justin Bieber,7xapw9Oy21WpfEcib2ErSA,0.657,0.56,6,-9.049,0,0.0467,0.498,0.0,0.0794,0.854,161.993,182947,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA,Mistletoe - Justin Bieber,0
8601,ain't nobody (loves me better),Felix Jaehn,66F1oPi4qV7lQbVoJpRlp5,0.777,0.564,2,-6.967,0,0.0315,0.683,0.000252,0.0696,0.465,117.973,186147,https://open.spotify.com/track/66F1oPi4qV7lQbVoJpRlp5,Ain't Nobody (Loves Me Better) - Felix Jaehn,0
8602,that's life,Frank Sinatra,4FmCUATNIarCQh72JYdvnm,0.56,0.434,4,-14.151,0,0.0729,0.55,0.0,0.346,0.664,112.803,187040,https://open.spotify.com/track/4FmCUATNIarCQh72JYdvnm,That's Life - Frank Sinatra,6
8603,as long as you love me,Justin Bieber,11KJijjzHTyOQy0y9rhRTk,0.571,0.873,0,-3.382,0,0.0997,0.0807,0.0,0.361,0.613,139.691,229467,https://open.spotify.com/track/11KJijjzHTyOQy0y9rhRTk,As Long As You Love Me - Justin Bieber,0
